temperature,humidity,vibration,current,status
77.7,46.5,3700,0.987,WARNING
40.5,42.9,3441,6.926,WARNING
41.8,55.7,1778,2.63,NORMAL
60.8,56.9,2795,3.119,WARNING
40.3,95.8,3882,9.498,FAULT
29.1,75.0,2583,7.881,NORMAL
52.2,41.7,1253,7.618,NORMAL
28.9,97.7,3873,7.133,WARNING
53.5,94.9,952,2.136,NORMAL
38.8,81.3,1070,3.495,NORMAL
77.3,79.4,789,5.989,NORMAL
35.7,50.4,3552,2.773,NORMAL
28.6,40.1,3355,1.009,NORMAL
77.1,95.6,3998,9.905,FAULT
33.0,99.3,2349,9.032,WARNING
42.6,91.7,511,8.91,WARNING
49.8,42.2,3366,5.775,WARNING
60.2,46.3,1428,7.271,WARNING
35.8,85.8,1257,8.8,WARNING
34.2,46.1,2642,6.978,NORMAL
46.7,75.7,2230,7.097,WARNING
65.6,60.0,921,1.647,NORMAL
46.4,66.8,728,8.745,WARNING
43.3,65.7,989,2.208,NORMAL
69.6,77.9,3691,4.374,WARNING
38.4,46.9,3103,8.317,WARNING
52.4,93.3,2505,7.336,FAULT
57.6,44.0,2647,3.64,NORMAL
37.4,96.2,3674,4.201,WARNING
64.1,90.5,1079,1.477,WARNING
23.9,52.2,1981,4.104,NORMAL
32.1,85.2,2773,2.759,NORMAL
29.3,78.9,1132,9.304,NORMAL
78.1,95.4,2492,5.925,WARNING
21.7,87.7,3212,2.176,NORMAL
71.8,92.0,3119,6.576,FAULT
37.7,92.0,1134,3.306,NORMAL
40.5,58.7,3594,4.224,WARNING
63.3,74.1,1535,9.234,WARNING
66.9,55.0,1345,5.997,NORMAL
24.3,80.0,2387,9.003,NORMAL
71.3,64.8,1204,9.195,WARNING
42.1,79.6,3585,5.072,WARNING
79.9,46.5,1708,9.964,WARNING
55.1,83.5,1746,1.421,NORMAL
36.7,56.4,3983,9.681,WARNING
69.0,41.5,2697,9.506,FAULT
75.7,58.2,2756,1.315,WARNING
59.4,76.5,830,2.673,NORMAL
57.1,97.5,2651,7.719,FAULT
79.6,78.5,964,3.877,NORMAL
55.9,53.4,2335,1.17,NORMAL
27.8,90.4,3197,6.239,WARNING
56.8,97.3,1976,6.495,WARNING
67.0,74.1,2196,6.01,WARNING
30.8,45.3,3477,3.224,NORMAL
79.6,46.7,2800,9.569,NORMAL
67.5,99.7,1004,5.052,WARNING
66.9,45.4,712,8.677,WARNING
55.0,51.3,2218,9.426,WARNING
35.0,55.1,2378,9.733,NORMAL
21.0,67.2,2284,3.541,NORMAL
37.0,84.4,937,8.051,WARNING
72.3,97.1,3733,8.215,FAULT
38.7,78.2,3456,8.202,WARNING
20.4,56.0,2179,6.286,NORMAL
63.8,96.7,2814,1.784,WARNING
57.4,84.2,1713,3.847,NORMAL
58.2,42.8,1315,3.536,NORMAL
32.2,67.0,636,4.407,NORMAL
54.8,46.8,610,7.766,NORMAL
47.5,85.9,1350,1.121,NORMAL
27.4,48.5,3304,2.662,NORMAL
39.6,40.7,3137,6.165,WARNING
54.9,80.0,1926,7.647,WARNING
44.0,54.0,2888,1.975,NORMAL
31.2,64.8,1609,3.733,NORMAL
56.1,58.6,1454,1.902,NORMAL
41.5,93.2,931,6.549,WARNING
65.5,43.7,3937,8.884,FAULT
25.7,50.1,2339,4.691,NORMAL
36.6,84.6,3182,3.913,NORMAL
21.5,40.5,3459,3.226,NORMAL
79.1,76.3,1961,4.315,WARNING
74.9,61.5,2314,7.399,WARNING
38.4,44.3,2370,6.635,NORMAL
30.1,65.5,4065,4.721,NORMAL
59.4,43.2,3779,2.642,WARNING
73.2,99.2,657,9.946,FAULT
54.6,47.7,3414,3.549,WARNING
62.7,51.5,2695,6.135,WARNING
35.3,52.6,2787,1.471,NORMAL
50.3,62.0,821,7.893,NORMAL
56.4,59.0,1842,5.836,FAULT
59.4,43.2,852,8.341,WARNING
57.2,99.2,3503,8.552,FAULT
52.0,76.2,2914,0.988,NORMAL
68.5,60.9,829,8.871,WARNING
79.5,47.6,2913,6.515,WARNING
62.5,82.9,2513,9.724,FAULT
47.2,79.4,4058,3.195,WARNING
27.7,42.1,1433,1.43,NORMAL
38.9,74.2,3393,4.386,WARNING
36.7,86.5,3613,0.785,WARNING
43.4,80.4,2140,6.387,WARNING
45.9,85.1,816,3.141,NORMAL
71.5,76.3,755,2.563,NORMAL
55.5,82.9,3077,0.811,WARNING
49.9,94.7,1105,5.553,NORMAL
40.6,93.9,1564,1.602,NORMAL
58.4,69.2,2380,3.049,FAULT
78.7,97.2,2145,6.961,FAULT
66.2,81.4,1171,3.948,NORMAL
53.8,79.7,1464,8.008,WARNING
26.7,43.8,1035,5.819,NORMAL
51.6,82.5,1078,1.509,NORMAL
48.8,63.9,1740,6.948,NORMAL
27.8,47.8,3156,6.254,NORMAL
76.2,85.4,1546,5.19,WARNING
53.2,78.7,3712,1.391,WARNING
54.5,90.9,3461,7.867,FAULT
26.0,64.8,2065,9.25,NORMAL
68.1,66.6,1487,2.212,NORMAL
76.2,67.6,1260,6.404,WARNING
41.8,83.7,1359,9.012,WARNING
53.4,49.3,3988,3.178,WARNING
78.1,81.4,1965,3.682,WARNING
61.9,91.5,2774,8.122,FAULT
37.3,43.2,2196,7.85,NORMAL
59.6,56.7,3015,2.503,NORMAL
25.3,98.4,3006,8.926,WARNING
75.4,40.8,2005,1.688,NORMAL
53.2,68.2,3458,5.049,WARNING
33.5,83.2,3080,1.446,NORMAL
28.5,81.6,3590,9.347,WARNING
72.0,88.9,2231,1.867,WARNING
54.7,66.6,1115,2.076,NORMAL
20.9,92.0,960,7.638,NORMAL
64.4,99.1,2615,9.528,FAULT
63.9,61.5,1888,6.965,WARNING
65.1,84.8,3645,1.967,WARNING
41.1,64.0,2780,1.156,NORMAL
47.2,51.2,1595,3.711,NORMAL
79.7,86.9,3314,2.392,WARNING
45.9,96.6,2154,7.572,WARNING
69.4,67.9,671,8.332,WARNING
24.4,41.0,1117,7.976,NORMAL
22.9,84.0,1124,4.641,NORMAL
80.0,100.0,3988,3.6,FAULT
22.0,86.9,1163,5.431,NORMAL
50.1,96.6,1832,7.558,WARNING
66.0,69.5,3782,5.617,WARNING
58.1,55.1,2828,6.778,WARNING
24.6,90.6,3361,1.861,WARNING
75.4,74.9,979,7.38,WARNING
28.2,64.0,3216,0.762,NORMAL
68.3,56.6,3562,1.715,WARNING
36.6,47.4,1985,1.595,NORMAL
28.5,41.9,3864,4.535,NORMAL
47.5,75.0,2355,9.999,WARNING
42.7,66.1,3784,7.852,WARNING
52.2,98.7,1480,3.826,NORMAL
39.0,47.8,2104,3.821,NORMAL
58.5,62.8,2874,3.195,WARNING
57.3,73.3,4070,1.49,WARNING
46.5,81.1,2662,2.709,WARNING
46.4,71.5,3762,4.897,WARNING
24.2,97.5,3235,8.875,FAULT
38.9,53.6,528,5.636,NORMAL
54.5,94.2,2081,3.264,WARNING
55.5,49.6,2762,7.499,WARNING
25.4,79.7,3544,1.096,NORMAL
66.1,87.8,2565,7.567,FAULT
50.3,85.7,2517,1.564,WARNING
77.8,68.8,3469,5.028,WARNING
43.5,71.9,3421,7.365,WARNING
21.1,70.2,3254,8.488,WARNING
73.7,67.5,805,2.333,NORMAL
55.5,53.4,3918,5.397,WARNING
61.7,43.1,1970,0.958,NORMAL
74.6,92.4,1015,6.153,WARNING
52.9,75.6,1136,2.505,NORMAL
46.6,64.9,2399,7.317,WARNING
33.3,79.7,2919,1.967,NORMAL
35.3,48.7,1967,0.745,NORMAL
38.1,71.0,1470,3.01,NORMAL
33.7,46.5,4010,1.394,NORMAL
77.6,86.5,1565,6.323,NORMAL
30.9,96.3,1875,5.658,NORMAL
71.1,79.7,3143,0.813,WARNING
34.0,54.5,2075,6.04,NORMAL
34.8,83.3,537,6.024,NORMAL
27.5,97.3,601,8.489,WARNING
40.2,73.7,3290,1.53,NORMAL
47.7,58.8,2295,5.827,NORMAL
42.4,43.0,730,3.235,NORMAL
45.6,75.2,3704,3.754,WARNING
52.7,64.4,3186,5.504,WARNING
29.3,84.1,3195,4.198,NORMAL
72.1,95.1,1793,0.72,WARNING
51.7,96.8,4083,8.132,FAULT
55.8,51.9,941,9.324,WARNING
48.6,55.5,1438,8.44,WARNING
24.0,83.9,674,2.694,NORMAL
50.6,66.8,2476,6.216,WARNING
71.1,47.8,2491,0.653,NORMAL
24.1,85.2,1851,1.148,NORMAL
71.0,72.7,3102,4.885,WARNING
37.0,81.9,3393,4.197,WARNING
54.5,88.7,3164,3.553,WARNING
65.3,84.6,526,0.874,NORMAL
37.4,47.7,1999,7.292,NORMAL
44.3,74.2,1862,2.55,NORMAL
56.3,54.7,3137,9.585,WARNING
70.4,75.3,2917,4.417,WARNING
27.2,97.2,550,7.737,NORMAL
28.3,45.3,3779,4.659,NORMAL
26.8,97.9,2435,3.019,NORMAL
36.5,72.8,2559,6.822,WARNING
25.9,42.1,1676,2.521,NORMAL
73.8,83.6,3986,7.886,FAULT
59.8,73.5,2837,1.588,NORMAL
79.0,84.9,2272,2.338,WARNING
37.8,48.1,3736,3.378,NORMAL
37.3,98.1,3445,1.365,WARNING
36.4,73.2,1439,5.902,NORMAL
79.0,55.1,2573,5.357,WARNING
52.8,69.4,1394,2.169,NORMAL
65.0,63.4,3260,4.232,WARNING
79.8,45.3,2421,6.763,WARNING
43.5,56.3,918,9.396,NORMAL
22.1,73.9,896,6.084,NORMAL
54.7,88.3,698,5.23,NORMAL
62.5,51.8,1016,3.764,NORMAL
62.5,63.3,3514,6.148,FAULT
47.9,82.1,823,3.075,NORMAL
69.4,83.1,2491,0.931,WARNING
43.9,57.8,3146,2.01,NORMAL
38.5,84.7,3674,8.257,FAULT
45.7,57.2,1901,3.315,NORMAL
47.0,57.1,1602,4.37,NORMAL
73.5,98.8,1915,2.559,WARNING
40.5,98.1,2984,2.804,WARNING
57.6,98.0,3395,9.983,FAULT
71.4,84.6,1030,1.973,NORMAL
66.7,95.7,3488,4.96,FAULT
25.3,57.3,3741,2.436,NORMAL
30.6,98.9,3846,2.652,WARNING
69.3,92.6,1957,9.177,FAULT
77.2,43.8,2164,7.406,WARNING
33.2,42.0,2496,5.276,NORMAL
62.8,77.9,2811,0.881,WARNING
33.5,40.1,1974,0.891,NORMAL
49.3,69.9,1156,9.312,WARNING
28.7,55.5,569,3.344,NORMAL
34.0,59.6,1485,4.553,NORMAL
53.5,78.5,1141,2.972,NORMAL
23.0,70.9,2879,8.314,WARNING
37.2,49.1,765,0.849,NORMAL
52.1,64.5,2222,5.429,NORMAL
22.8,84.8,1161,2.386,NORMAL
49.0,88.9,1109,2.627,NORMAL
65.2,88.2,1642,7.849,WARNING
35.5,61.1,1458,7.077,NORMAL
41.1,62.0,3209,3.219,NORMAL
54.5,50.6,2228,0.774,NORMAL
59.3,66.1,2231,3.463,NORMAL
38.0,42.8,1783,6.702,NORMAL
35.8,68.0,2010,7.966,NORMAL
46.0,80.5,3400,6.199,FAULT
33.1,68.3,1612,7.873,NORMAL
77.1,95.4,3954,9.627,WARNING
31.8,59.2,1208,7.442,NORMAL
63.0,40.8,1287,8.674,WARNING
66.7,80.7,601,8.009,WARNING
50.6,87.9,3203,0.534,WARNING
78.5,80.4,3823,4.624,FAULT
64.8,60.6,3102,1.072,WARNING
74.4,88.5,2815,5.099,WARNING
49.1,58.9,1135,6.587,NORMAL
77.7,41.7,2383,2.492,NORMAL
39.2,71.2,2853,3.45,NORMAL
79.4,54.2,2994,9.766,FAULT
20.2,72.9,535,5.855,NORMAL
54.1,58.8,3110,8.794,WARNING
58.2,76.0,1198,5.076,NORMAL
21.2,70.8,1032,7.626,NORMAL
36.2,67.3,2046,1.448,NORMAL
42.2,43.8,1272,6.359,NORMAL
27.5,57.8,1594,7.675,NORMAL
52.8,97.7,2548,2.815,WARNING
36.8,96.0,3614,8.435,FAULT
64.7,51.6,2737,5.105,WARNING
32.8,58.3,2740,8.792,WARNING
35.0,62.6,3289,6.388,WARNING
22.7,71.8,2986,7.818,NORMAL
56.2,52.8,2490,4.095,NORMAL
51.7,61.1,2321,3.515,NORMAL
58.7,44.5,3312,6.898,WARNING
76.8,46.0,3682,4.4,WARNING
25.8,47.9,4092,0.6,NORMAL
46.1,46.4,2952,4.096,WARNING
53.2,90.6,803,5.945,WARNING
77.1,92.8,4053,3.467,FAULT
46.7,80.1,3448,2.107,WARNING
68.7,96.8,4030,4.431,FAULT
44.1,68.5,2837,2.845,NORMAL
73.5,80.1,581,0.641,NORMAL
50.8,65.8,3794,4.63,WARNING
78.5,82.4,883,5.366,WARNING
58.6,83.1,2727,9.442,FAULT
44.8,90.8,3915,7.206,FAULT
41.2,49.2,3913,3.859,NORMAL
64.6,97.6,3839,3.103,FAULT
69.2,78.7,565,2.592,NORMAL
37.7,90.4,3921,9.809,FAULT
30.1,66.9,3370,3.2,NORMAL
62.6,82.5,1031,4.183,WARNING
58.6,66.2,2862,9.99,WARNING
75.1,98.2,1092,9.925,FAULT
25.8,43.7,2485,5.268,NORMAL
30.3,86.4,859,3.147,NORMAL
29.6,94.7,2934,4.13,WARNING
51.8,44.4,563,2.868,NORMAL
49.1,98.0,2957,1.286,WARNING
67.5,91.2,2655,0.85,WARNING
49.8,48.3,1960,8.062,WARNING
25.7,41.6,3626,6.889,WARNING
20.1,69.5,1722,3.478,NORMAL
47.7,87.7,3289,8.793,FAULT
24.8,72.6,1409,2.43,NORMAL
79.7,59.1,3602,1.041,WARNING
66.3,67.0,1507,3.657,NORMAL
62.1,43.6,2322,3.808,NORMAL
43.5,49.8,513,0.517,NORMAL
24.1,93.5,1224,3.788,NORMAL
38.3,57.7,1986,8.37,WARNING
30.9,98.3,3421,7.829,WARNING
66.3,66.0,3967,1.987,WARNING
57.1,42.7,3671,2.524,WARNING
53.6,81.8,1845,3.829,NORMAL
47.3,90.6,2640,8.845,FAULT
37.8,78.2,3011,5.185,NORMAL
62.7,51.9,4026,9.696,FAULT
52.4,63.7,3360,3.242,WARNING
79.8,84.9,1401,3.638,NORMAL
47.6,41.2,2482,6.432,WARNING
66.9,40.0,2185,2.635,NORMAL
23.3,50.0,3286,8.126,WARNING
48.0,78.2,770,7.196,NORMAL
62.2,45.3,1748,3.754,NORMAL
32.0,55.8,2954,3.656,NORMAL
24.6,89.7,3258,6.753,WARNING
67.5,73.0,1451,4.035,NORMAL
45.0,87.1,3268,1.816,WARNING
67.5,41.5,3275,6.57,FAULT
54.6,65.0,1392,8.429,WARNING
71.0,92.5,3700,5.308,FAULT
55.7,46.6,1255,8.245,WARNING
34.8,57.3,618,6.673,NORMAL
59.2,70.4,2780,1.872,NORMAL
34.4,51.0,3359,4.351,NORMAL
40.2,92.6,1424,6.5,WARNING
48.5,49.9,3015,6.849,WARNING
45.3,82.0,2307,7.046,WARNING
71.6,70.1,3306,3.666,WARNING
41.9,97.8,3564,9.212,FAULT
47.3,86.2,1443,8.524,WARNING
41.7,98.1,2092,9.438,WARNING
46.7,44.3,2411,0.732,NORMAL
42.8,90.3,3639,5.6,WARNING
67.2,46.4,2531,2.32,WARNING
20.5,95.4,1355,4.53,NORMAL
71.0,44.2,3122,8.538,FAULT
27.9,60.6,2966,1.824,NORMAL
68.5,78.9,3296,3.258,WARNING
64.5,45.6,3946,1.596,WARNING
21.5,95.0,656,8.122,WARNING
49.3,90.0,2277,8.805,WARNING
65.8,58.2,3037,4.34,WARNING
56.7,61.2,1511,6.282,NORMAL
56.5,90.2,1231,9.532,WARNING
78.4,92.9,3967,4.319,FAULT
28.5,91.6,2674,5.383,WARNING
46.6,91.0,717,1.504,NORMAL
21.4,78.9,1318,2.043,NORMAL
20.9,77.4,1719,5.609,NORMAL
41.0,55.2,2093,2.167,NORMAL
36.2,64.0,1739,7.742,NORMAL
41.7,47.2,1507,9.574,NORMAL
33.2,67.5,3787,4.905,NORMAL
51.1,78.2,1135,2.69,NORMAL
48.3,76.5,885,9.247,WARNING
72.9,62.7,593,2.678,NORMAL
27.9,65.9,3163,8.124,WARNING
24.0,49.2,1531,0.951,NORMAL
61.9,86.9,784,2.254,NORMAL
67.0,62.3,1383,6.459,WARNING
58.1,97.5,2829,3.251,WARNING
29.1,91.6,2410,6.424,WARNING
36.8,42.5,999,3.874,NORMAL
47.1,86.3,2028,4.445,WARNING
60.6,86.2,3315,6.221,FAULT
79.1,86.9,3936,2.554,WARNING
44.7,67.0,1871,8.439,WARNING
54.7,67.1,847,9.387,WARNING
38.5,79.4,1684,7.446,NORMAL
78.0,87.3,4027,0.95,WARNING
44.6,65.6,704,6.437,NORMAL
46.2,44.2,3377,9.173,FAULT
78.9,95.7,2740,8.452,FAULT
55.8,91.1,1664,8.628,WARNING
44.2,98.9,2348,4.151,WARNING
72.2,80.1,568,9.513,WARNING
29.0,98.0,3048,7.845,WARNING
77.0,64.8,2923,4.059,WARNING
23.5,72.3,2246,2.344,NORMAL
60.8,54.1,2981,2.683,WARNING
46.3,86.3,4082,7.925,FAULT
34.6,76.1,1946,6.872,NORMAL
78.9,61.2,1446,6.926,WARNING
62.4,49.1,1558,6.549,WARNING
75.3,75.9,698,6.865,WARNING
53.9,82.9,722,0.678,NORMAL
30.7,44.2,1219,7.304,NORMAL
29.6,81.8,944,9.249,NORMAL
46.1,50.4,786,8.659,WARNING
40.2,47.6,2679,1.794,NORMAL
44.5,46.8,682,9.17,NORMAL
52.8,61.6,2276,4.364,NORMAL
59.1,69.6,1655,5.068,NORMAL
35.6,85.6,2404,3.509,NORMAL
56.5,85.4,1302,8.005,WARNING
70.7,43.8,2822,2.966,WARNING
42.2,58.2,2008,0.805,NORMAL
69.2,76.9,1455,4.099,NORMAL
52.7,71.8,1317,0.79,NORMAL
41.1,75.1,2516,7.9,WARNING
57.7,52.9,3198,6.276,WARNING
77.1,46.1,536,2.647,NORMAL
26.2,62.6,4000,5.762,NORMAL
54.7,43.4,1832,8.057,WARNING
76.2,47.6,3769,6.755,FAULT
41.6,48.1,1429,1.315,NORMAL
46.9,80.0,2306,5.031,NORMAL
25.1,52.6,3176,1.414,NORMAL
55.8,98.2,1237,1.922,NORMAL
59.0,50.9,2788,7.7,WARNING
32.4,74.8,3275,6.126,WARNING
43.6,52.7,3690,2.627,NORMAL
35.1,67.4,1918,9.695,WARNING
29.0,78.1,3530,2.749,NORMAL
65.8,86.1,2826,5.894,WARNING
74.6,83.0,733,1.103,WARNING
47.7,76.8,4091,3.255,WARNING
50.7,48.6,2995,2.232,NORMAL
69.8,49.1,2351,4.296,WARNING
77.4,60.7,3049,2.344,WARNING
60.9,93.4,2189,4.488,WARNING
70.5,98.3,1019,9.09,FAULT
52.9,55.5,2780,1.38,NORMAL
39.0,47.8,2258,2.896,NORMAL
68.3,47.6,3748,7.976,FAULT
47.6,54.9,1949,6.775,WARNING
32.6,92.6,3097,8.658,WARNING
41.2,53.1,3756,2.586,FAULT
72.4,64.0,1857,5.005,WARNING
39.3,44.1,709,4.926,NORMAL
50.9,56.0,3363,8.108,FAULT
26.0,72.1,1529,4.815,NORMAL
52.5,76.3,3493,4.946,WARNING
66.7,87.5,1282,2.245,NORMAL
41.1,81.3,3880,0.629,WARNING
40.5,67.2,2468,9.496,WARNING
22.7,76.9,3128,7.262,NORMAL
48.2,59.2,1272,4.416,NORMAL
49.8,79.6,1512,4.762,NORMAL
74.3,40.1,2126,8.909,WARNING
49.7,57.2,1509,1.977,NORMAL
60.1,41.4,1883,7.464,WARNING
66.6,90.5,2399,8.942,FAULT
47.7,97.0,1839,2.483,WARNING
40.9,45.7,3773,2.424,NORMAL
33.9,47.9,2539,1.467,NORMAL
21.2,71.0,1848,1.082,NORMAL
21.1,96.6,1832,2.139,NORMAL
53.0,82.3,3023,5.097,WARNING
46.6,68.6,2695,9.38,WARNING
57.6,40.6,3071,4.705,WARNING
21.1,73.9,3305,2.085,NORMAL
48.7,79.3,1647,2.188,NORMAL
74.7,65.2,1523,5.136,NORMAL
41.4,47.3,2882,3.717,NORMAL
46.4,60.6,1500,4.914,NORMAL
56.4,41.0,2289,5.861,NORMAL
34.3,65.7,2486,8.377,NORMAL
29.6,63.0,2444,8.749,NORMAL
66.2,75.5,2327,6.264,WARNING
77.3,62.8,862,4.897,NORMAL
32.6,95.1,3847,6.488,WARNING
39.6,95.8,3794,5.944,WARNING
76.2,41.4,2967,0.828,WARNING
35.5,55.2,3333,4.965,WARNING
51.8,70.4,3553,2.156,WARNING
56.5,68.2,3392,1.097,WARNING
27.4,81.0,3548,4.464,WARNING
45.3,52.1,3666,2.255,WARNING
76.5,93.7,841,0.686,WARNING
69.1,69.0,1779,8.482,WARNING
65.8,90.8,3182,9.72,FAULT
63.6,77.4,523,5.435,NORMAL
77.0,70.4,3312,3.053,WARNING
75.2,83.1,3682,7.35,FAULT
56.9,54.0,4066,5.856,WARNING
70.0,64.3,2544,4.792,WARNING
78.7,50.6,1791,2.969,NORMAL
33.0,57.8,2299,3.647,NORMAL
62.6,89.5,1235,9.278,WARNING
45.8,59.5,639,5.265,NORMAL
54.0,56.2,1619,1.698,NORMAL
65.0,77.4,2440,4.177,WARNING
56.0,49.1,3074,9.258,WARNING
70.8,71.1,2438,2.859,NORMAL
26.3,99.0,1569,5.661,NORMAL
62.6,65.0,3912,9.78,FAULT
79.1,56.5,3074,2.913,WARNING
39.2,50.6,3990,2.864,NORMAL
67.7,46.6,3530,4.259,WARNING
43.3,89.1,3962,8.387,FAULT
39.9,52.6,1021,1.545,NORMAL
27.1,86.6,2905,0.691,NORMAL
41.6,66.7,4004,2.662,NORMAL
31.8,57.6,1065,3.722,NORMAL
45.3,95.2,4033,6.311,FAULT
26.6,50.1,3922,7.92,WARNING
44.9,46.2,3256,1.758,NORMAL
23.1,67.5,3946,7.019,WARNING
58.8,49.4,2286,6.964,WARNING
68.5,54.9,1875,7.723,WARNING
73.7,74.2,888,6.917,WARNING
55.5,73.5,1311,4.674,NORMAL
37.8,49.8,2552,6.546,WARNING
75.2,83.0,1158,1.109,NORMAL
68.6,83.7,678,1.198,NORMAL
62.9,55.1,1593,1.249,NORMAL
70.6,87.0,2940,7.29,FAULT
21.7,89.7,1916,3.403,NORMAL
40.5,79.3,3140,3.967,NORMAL
29.8,73.4,3806,2.641,NORMAL
25.0,92.4,2574,1.366,NORMAL
71.3,87.1,3299,4.205,FAULT
25.5,58.5,1663,8.081,NORMAL
64.8,72.0,1245,9.421,WARNING
20.3,95.8,2363,4.346,NORMAL
68.5,65.4,3343,7.063,FAULT
76.1,83.3,1253,8.237,WARNING
67.8,87.5,1099,4.29,WARNING
66.7,72.8,2618,7.354,FAULT
49.3,47.3,1577,0.756,NORMAL
47.7,81.3,2856,7.255,WARNING
75.8,71.1,2504,1.435,WARNING
21.7,88.6,3058,1.104,NORMAL
74.2,60.9,819,4.098,NORMAL
39.6,88.9,3417,9.264,FAULT
23.1,83.1,2679,8.848,WARNING
23.0,52.7,551,3.51,NORMAL
56.0,90.0,868,9.369,WARNING
27.0,41.7,3975,7.925,WARNING
44.4,58.1,2848,4.865,NORMAL
65.5,47.3,3588,9.399,FAULT
74.8,99.5,1343,6.718,WARNING
55.1,48.2,2464,7.976,WARNING
54.8,71.7,3913,6.95,WARNING
75.8,84.4,1301,8.425,WARNING
71.2,65.6,2348,1.021,NORMAL
79.8,70.1,2527,1.619,WARNING
58.1,91.5,513,9.048,WARNING
73.4,85.0,2603,5.246,WARNING
36.4,46.8,1360,4.116,NORMAL
33.4,43.0,2262,1.304,NORMAL
26.0,47.5,3459,9.322,WARNING
43.5,47.0,3824,7.521,WARNING
38.7,43.2,4083,6.386,WARNING
39.0,76.1,641,0.933,NORMAL
22.4,89.5,2354,4.141,NORMAL
26.4,72.5,3673,8.199,WARNING
63.0,75.7,739,2.548,NORMAL
51.0,66.7,2819,6.158,WARNING
51.7,65.3,3423,9.951,FAULT
36.3,92.7,1182,4.821,NORMAL
55.1,49.1,532,3.109,NORMAL
35.6,41.9,4091,5.964,WARNING
78.0,42.6,1256,8.269,WARNING
37.4,41.2,3418,6.064,WARNING
56.0,91.7,875,1.967,NORMAL
49.8,62.3,3131,3.586,NORMAL
75.4,60.8,3099,9.079,FAULT
40.9,91.0,971,6.905,WARNING
77.4,42.6,4000,9.198,FAULT
72.5,65.1,2005,3.372,NORMAL
38.1,65.2,1003,8.043,NORMAL
45.8,46.3,1901,2.239,NORMAL
37.0,58.0,3574,6.561,WARNING
43.7,61.1,1864,8.94,WARNING
26.4,41.8,1623,3.576,NORMAL
29.3,72.9,1643,7.863,FAULT
54.7,73.7,3665,8.691,FAULT
74.1,97.2,3981,3.098,FAULT
47.9,58.6,2540,9.843,WARNING
53.0,70.7,605,4.237,NORMAL
65.6,99.1,1818,4.936,FAULT
24.3,93.5,1391,0.811,NORMAL
72.9,74.6,1066,8.027,WARNING
50.2,41.3,1542,7.208,NORMAL
41.2,63.5,855,7.343,NORMAL
35.3,52.8,677,8.327,NORMAL
69.3,70.7,1030,5.004,NORMAL
38.7,52.3,2649,7.402,WARNING
66.9,59.2,1552,1.976,NORMAL
72.8,93.8,1007,3.177,WARNING
41.6,64.1,2086,9.349,WARNING
26.6,80.9,1382,6.732,NORMAL
67.0,40.9,1752,8.039,WARNING
62.3,99.5,1209,1.872,WARNING
32.7,94.7,1644,2.935,NORMAL
68.1,40.7,1943,8.608,WARNING
41.2,75.4,2983,3.233,NORMAL
50.9,65.1,3740,2.315,WARNING
22.2,81.1,3117,5.145,NORMAL
48.4,56.8,2248,0.554,NORMAL
71.9,53.7,3994,5.716,WARNING
64.2,52.9,2568,5.97,WARNING
67.9,94.3,1738,4.103,WARNING
78.2,91.3,2548,6.328,FAULT
41.8,54.3,1439,8.555,NORMAL
45.9,82.8,3155,0.537,WARNING
67.6,62.0,1172,7.012,WARNING
34.3,64.2,1275,7.216,WARNING
65.2,60.2,1794,3.588,NORMAL
78.6,65.9,1437,8.982,WARNING
77.6,62.7,2471,9.589,WARNING
28.3,62.3,2721,4.077,NORMAL
45.9,62.3,3220,7.14,WARNING
68.1,89.3,3203,8.744,FAULT
53.4,52.9,2045,9.268,WARNING
50.7,97.8,785,7.39,WARNING
59.3,72.7,2853,2.046,NORMAL
50.7,96.3,766,5.464,WARNING
44.7,80.9,1654,7.733,NORMAL
76.5,56.8,2095,8.874,WARNING
35.2,47.4,1742,9.863,NORMAL
54.1,67.1,2669,7.449,WARNING
35.0,54.6,1989,1.672,NORMAL
72.3,85.9,1413,4.704,WARNING
70.3,85.4,1748,5.916,WARNING
36.0,44.2,4047,5.044,NORMAL
74.8,70.2,2189,9.071,WARNING
53.3,77.8,2976,9.259,WARNING
56.6,44.7,1967,2.072,NORMAL
46.6,95.4,3834,4.199,FAULT
48.3,98.1,3328,2.674,WARNING
62.1,44.0,1120,1.502,NORMAL
67.7,42.4,1537,8.179,WARNING
56.0,83.4,2756,7.799,WARNING
48.2,70.7,2196,3.413,NORMAL
44.3,59.3,1579,8.959,NORMAL
24.4,57.1,3996,2.687,NORMAL
78.9,40.4,1614,8.473,WARNING
31.7,89.6,3323,3.747,NORMAL
63.0,97.7,3898,2.631,FAULT
42.7,58.6,1670,5.306,NORMAL
36.2,70.6,1890,7.098,NORMAL
46.4,41.7,2315,9.18,WARNING
41.1,47.5,3404,0.752,NORMAL
59.6,72.7,2465,4.284,NORMAL
38.9,94.5,1304,2.279,NORMAL
75.0,87.3,1713,6.783,WARNING
64.2,54.0,2260,9.71,WARNING
63.9,89.1,1385,9.949,WARNING
72.6,86.7,2659,5.53,WARNING
51.5,57.7,3990,7.969,WARNING
38.4,59.8,952,6.539,NORMAL
58.9,48.5,2057,3.505,NORMAL
29.8,47.4,3226,4.627,NORMAL
57.3,76.7,1577,2.443,NORMAL
31.9,68.5,3110,5.893,WARNING
33.3,74.4,2131,4.958,NORMAL
65.5,78.5,1931,9.598,WARNING
